ID,Location,Country,Flag,Time,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND
352,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2001,16.076,1.123,312.574,1621.64
389,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2001,17.333,1.675,464.882,28523.97
467,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2001,19.075,1.524,320.158,3477.6
492,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2001,29.674,2.028,268.268,2733.0
507,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2001,14.435,0.924,301.335,1165.03
557,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2001,14.384,1.277,403.914,115.1
601,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2001,21.92,1.703,476.761,27163.03
629,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2001,18.859,1.388,380.919,48433.47
674,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2001,26.752,1.211,232.254,11001.91
706,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2001,10.958,0.702,409.75,180.91
744,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2001,19.889,1.045,105.263,10849.15
762,NLD,Netherlands,https://flagicons.lipis.dev/flags/4x3/nl.svg,2001,12.232,0.91,299.575,4807.03
809,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2001,9.993,0.801,303.553,1370.16
887,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2001,22.486,1.89,370.107,3835.32
942,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2001,34.657,1.851,229.487,1234.38
1000,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2001,14.61,1.174,348.639,3101.48
1022,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2001,11.729,1.545,575.975,164134.99
7,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2002,15.374,1.213,373.044,7330.84
58,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2002,13.154,1.238,385.304,3114.01
119,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2002,17.438,1.55,478.226,14998.12
182,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2002,10.395,1.05,395.506,2881.16
